sonde,symbol
cg02819256,PNCK
cg02821380,HTATSF1
cg02830187,DUSP9
cg02831668,PLAC1
cg02834125,FMR1NB
cg02835735,CXorf27
cg02836821,HS6ST2
cg02847500,SOX3
cg02856792,SLC35A2
cg02858817,MAGEB18
cg02859554,GPR64
cg02860323,FAM9B
cg02864732,FLJ30058
cg02869694,IKBKG
cg02869694,G6PD
cg02871887,RPL10
cg02875834,DIAPH2
cg02878966,PCYT1B
cg02879223,DLG3
cg02882301,PPP1R3F
cg02892589,DDX3X
cg02893780,ATP6AP1
cg02894810,KIAA1210
cg02896361,TIMP1
cg02896496,WNK3
cg02904064,MTMR8
cg02907441,FAM47C
cg02909397,RPS6KA3
cg02912158,ZIC3
cg02914047,RNF128
cg02921294,TMSB15B
cg02921434,FMR1
cg02924298,DMD
cg02929371,MAOB
cg02931660,BCOR
cg02932805,BCOR
cg02936076,DCAF12L1
cg02936290,SNORD61
cg02936290,RBMX
cg02937293,CLCN5
cg02939216,ZNF645
cg02939364,CDKL5
cg02940028,TRMT2B
cg02944422,ZNF81
cg02952729,CFP
cg02954623,APOOL
cg02973971,CXorf40B
cg02973971,LOC100272228
cg02975846,NUDT10
cg02981877,NAP1L3
cg02981877,FAM133A
cg02989381,TCEANC
cg02990147,FAM48B2
cg02991082,TSC22D3
cg02992767,CD40LG
cg02992777,BEX1
cg02994237,MIR504
cg02994943,MPP1
cg02998206,IL13RA2
cg02998933,BTK
cg03019024,CXorf26
cg03019842,RAB9A
cg03020597,SLITRK2
cg03021892,SLC38A5
cg03026311,CSTF2
cg03027462,TKTL1
cg03027462,TEX28
cg03028851,SNORA36A
cg03031520,PLP1
cg03035653,PCDH19
cg03039483,HDX
cg03040210,MBNL3
cg03043405,HDHD1A
cg03043911,KLHL4
cg03048084,RBBP7
cg03050491,IRAK1
cg03050491,MIR718
cg03055372,SLC16A2
cg03056321,RGAG4
cg03056849,MTMR1
cg03057808,CXorf57
cg03060488,TAF7L
cg03073000,LOC286467
cg03088756,BCOR
cg03089994,FAM46D
cg03090449,H2BFM
cg03094405,ARHGAP6
cg03096488,AR
cg03100923,FGF13
cg03101044,TEX11
cg03102729,GLUD2
cg03102848,DDX3X
cg03104298,HTATSF1
cg03120461,TMSL3
cg03120461,TMSB4X
cg03121419,DCAF12L1
cg03122511,NKAP
cg03128268,RBM3
cg03130686,ZC3H12B
cg03139204,RGN
cg03140487,BCOR
cg03147775,MSL3
cg03149049,UBA1
cg03157806,TMEM185A
cg03159836,ZFX
cg03161453,BCOR
cg03164831,BRWD3
cg03166428,BGN
cg03169432,CXorf38
cg03171708,RBBP7
cg03172171,FUNDC2
cg03176466,CXorf22
cg03177323,HCFC1
cg03177323,TMEM187
cg03184366,WWC3
cg03188519,MID1
cg03189022,HCFC1
cg03189022,TMEM187
cg03191149,CLDN2
cg03191359,RPGR
cg03198117,PNCK
cg03199955,GK
cg03202526,SOX3
cg03204600,ARHGEF9
cg03210912,SLC10A3
cg03212133,MMGT1
cg03213202,ZMYM3
cg03213502,RAB41
cg03219705,TSPAN7
cg03221436,CCDC120
cg03224792,DCAF12L1
cg03244432,PORCN
cg03244736,IL13RA2
cg03245429,LUZP4
cg03248529,PAK3
cg03250346,KLHL15
cg03250911,HCFC1
cg03267527,TCEAL8
cg03272642,PDZD11
cg03272642,KIF4A
cg03273606,ARMCX5
cg03273615,RBM41
cg03273694,MST4
cg03280420,SLC16A2
cg03289972,SSX9
cg03291819,RAI2
cg03305185,ZNF75D
cg03317455,MAOA
cg03319489,HUWE1
cg03323437,MAGED2
cg03327000,TCEAL1
cg03331695,RAB40A
cg03334316,FAM120C
cg03341064,KCND1
cg03347749,BEX2
cg03348338,CXorf15
cg03351894,ERAS
cg03353482,ZDHHC15
cg03356806,GLUD2
cg03359503,CLIC2
cg03360374,GPKOW
cg03363535,TMSB15A
cg03364121,CXorf42
cg03369828,PAGE1
cg03371833,FAM47B
cg03372815,CD99L2
cg03382925,IQSEC2
cg03391801,EMD
cg03422380,TSC22D3
cg03423123,LOC644538
cg03426344,REPS2
cg03435878,IL1RAPL2
cg03447800,ESX1
cg03448884,CLDN2
cg03460558,SMARCA1
cg03464883,FAM45B
cg03465847,MED14
cg03469514,UBE2DNL
cg03478540,KDM6A
cg03484234,PNPLA4
cg03485809,TCEAL3
cg03487966,NXF3
cg03505772,PABPC1L2A
cg03506684,GYG2
cg03508597,CXorf36
cg03509565,SRPX
cg03512369,PLS3
cg03512439,GDPD2
cg03513471,FMR1
cg03514678,IDS
cg03517379,NKRF
cg03523119,CHM
cg03523199,HPRT1
cg03527511,BCOR
cg03534718,HAUS7
cg03536032,ARHGAP6
cg03537243,CXorf41
cg03537243,NUP62CL
cg03537374,FGF13
cg03544771,MID1IP1
cg03553781,XAGE3
cg03576235,VENTXP1
cg03580328,SLC16A2
cg03595428,BRCC3
cg03595428,MTCP1
cg03595428,MTCP1NB
cg03598440,PCDH19
cg03598919,CXorf67
cg03598947,ARSF
cg03604519,SLC7A3
cg03605858,CXorf67
cg03608855,FAM47A
cg03610137,KLF8
cg03636437,SSX3
cg03650842,FAM123B
cg03657257,ARMCX4
cg03658985,AVPR2
cg03659012,ATP7A
cg03660541,PORCN
cg03660876,ARHGAP6
cg03661529,ATRX
cg03662494,BCOR
cg03669491,TMSB15A
cg03670113,DNASE1L1
cg03670355,CLCN4
cg03672021,FLNA
cg03672915,HCFC1
cg03672915,TMEM187
cg03674851,USP27X
cg03675615,PAGE4
cg03679005,RPL39
cg03679269,RGAG4
cg03681405,LOC442459
cg03683587,SHROOM4
cg03691313,FLNA
cg03692134,BCORL1
cg03692228,PIM2
cg03693842,GABRA3
cg03704653,FAM9A
cg03705894,CLCN5
cg03706022,MID1IP1
cg03711046,OTUD5
cg03714991,DRP2
cg03716231,PRDX4
cg03717198,RPS6KA3
cg03717635,EGFL6
cg03718309,MECP2
cg03723195,ARSD
cg03723938,KAL1
cg03728850,USP51
cg03730082,FAM123B
cg03733831,NHS
cg03735049,TSR2
cg03735077,RAB40AL
cg03741419,LOC92249
cg03742148,MAGED1
cg03744357,LOC442459
cg03748372,PPP1R3F
cg03748429,ESX1
cg03748858,RAB41
cg03751162,TSR2
cg03752015,CITED1
cg03753611,ABCD1
cg03753611,BCAP31
cg03754195,CUL4B
cg03757053,MAGEB1
cg03761894,CITED1
cg03765359,SYN1
cg03766586,KLHL4
cg03768687,SNX12
cg03769817,PCDH19
cg03787796,CHM
cg03788610,GLRA4
cg03790146,P2RY4
cg03791917,BTK
cg03793368,MAGEC2
cg03801901,PPP1R2P9
cg03802424,DACH2
cg03802931,FRMPD4
cg03805048,MAGEE1
cg03810476,NHS
cg03811055,RBBP7
cg03813951,SSX7
cg03814733,CXorf40B
cg03814733,LOC100272228
cg03817616,MTMR8
cg03822658,OPN1LW
cg03823092,TSPAN6
cg03825574,BCORL1
cg03828160,SPIN3
cg03829491,NSDHL
cg03831206,OTUD5
cg03833774,ZCCHC5
cg03834574,KLF8
cg03842291,TMEM47
cg03845409,XKRX
cg03851490,CXorf22
cg03853861,EDA2R
cg03858262,ZMYM3
cg03859891,CXorf61
cg03878985,CXorf41
cg03878985,NUP62CL
cg03892808,PDZD4
cg03894002,DLG3
cg03895284,TRPC5
cg03897851,LOC442454
cg03900860,MCTS1
cg03908845,MCF2
cg03909472,PIR
cg03910337,KLHL13
cg03927113,MCTS1
cg03927302,PRPS1
cg03928924,GAGE12J
cg03931619,MAGEC1
cg03933846,TMSB15A
cg03937594,CITED1
cg03939693,YIPF6
cg03941517,MOSPD1
cg03942390,LOC100132963
cg03944921,WDR44
cg03958104,GPR34
cg03959273,HTATSF1
cg03962288,SLC35A2
cg03962769,RAB40A
cg03964424,GRIPAP1
cg03966679,GPR112
cg03968699,HCFC1
cg03971283,L1CAM
cg03972560,RAI2
cg03977822,NONO
cg03978312,MCART6
cg03983969,CASK
cg03992069,ZMYM3
cg03993368,ZNF75D
cg03993368,ZNF449
cg03993934,BEX5
cg03995238,CDK16
cg03996447,MAP3K15
cg04001878,OTUD6A
cg04010032,ELF4
cg04012614,MAGIX
cg04013810,HAUS7
cg04014504,LANCL3
cg04025582,RPL36A
cg04027004,TSC22D3
cg04027312,SLC9A7
cg04027940,ARHGEF9
cg04029282,MBNL3
cg04029630,MAGEH1
cg04029664,KLHL13
cg04031645,HUWE1
cg04032861,SYAP1
cg04035233,RAB40A
cg04037732,NLGN3
cg04039555,BHLHB9
cg04041812,DCAF12L2
cg04044694,HNRNPH2
cg04044694,GLA
cg04047414,MIR320D2
cg04051266,TMEM47
cg04061482,DOCK11
cg04065558,PRKX
cg04065832,CDX4
cg04069100,TCEAL7
cg04069311,MBNL3
cg04069419,GABRA3
cg04071644,MAMLD1
cg04072009,RGAG4
cg04075675,MTMR1
cg04075827,BEX2
cg04077363,TCEAL5
cg04084455,KAL1
cg04093132,OTUD6A
cg04094482,RLIM
cg04096096,OFD1
cg04096096,TRAPPC2
cg04101819,BCOR
cg04103377,HTR2C
cg04103377,SNORA35
cg04123347,CDK16
cg04139820,GPC3
cg04141767,AFF2
cg04144603,CFP
cg04149024,ATP6AP1
cg04158739,HDAC8
cg04166210,RAB9B
cg04167532,NGFRAP1
cg04173432,RBMXL3
cg04177332,BGN
cg04182378,SMS
cg04183498,LOC729609
cg04184316,UPF3B
cg04185841,TCEAL5
cg04186471,TKTL1
cg04186471,TEX28
cg04189389,SCML2
cg04189697,IKBKG
cg04189723,ZXDB
cg04210922,GPRASP2
cg04211807,ZCCHC13
cg04216286,UTP14A
cg04217946,DMD
cg04221167,RGAG1
cg04221167,AMMECR1
cg04223454,ARHGAP6
cg04224247,WWC3
cg04225046,GPRASP1
cg04227026,FATE1
cg04227631,MIR767
cg04227631,GABRA3
cg04227631,MIR105-1
cg04233717,NLGN4X
cg04235544,ACOT9
cg04238548,TBC1D8B
cg04238575,GSPT2
cg04243127,OTC
cg04262605,MAP7D3
cg04270663,UBQLN2
cg04271131,TBL1X
cg04277998,GRIPAP1
cg04279920,MAGEA8
cg04282422,PAGE1
cg04283377,ARAF
cg04287191,RENBP
cg04287686,GATA1
cg04288012,HUWE1
cg04289416,FTHL17
cg04290452,PGRMC1
cg04290766,TREX2
cg04292836,ACOT9
cg04293108,SYTL5
cg04297329,NAP1L2
cg04297907,CLCN4
cg04298609,ATRX
cg04301343,GPR64
cg04302178,XIAP
cg04302192,ZNF41
cg04307491,SLC6A8
cg04308274,FLJ30058
cg04310247,CXorf56
cg04312965,RHOXF1
cg04317640,SLC16A2
cg04317926,CDK16
cg04323365,GJB1
cg04323915,VCX3A
cg04324559,DNASE1L1
cg04327763,RPL39
cg04335355,EFHC2
cg04336572,ATP1B4
cg04341767,CLCN5
cg04344997,EMD
cg04345928,TSPAN7
cg04368919,EFNB1
cg04369555,HTATSF1
cg04369574,RAB40AL
cg04371001,UBL4A
cg04371585,MXRA5
cg04373587,OFD1
cg04373587,TRAPPC2
cg04375087,SSX9
cg04376185,SCML1
cg04381324,ZRSR2
cg04384873,DUSP21
cg04387098,EBP
cg04388053,AVPR2
cg04388383,LAS1L
cg04388409,TMSB15B
cg04391849,OTUD6A
cg04392694,MAGIX
cg04395332,ZNF673
cg04397441,OGT
cg04399994,PAK3
cg04402371,PCYT1B
cg04402486,RAP2C
cg04406445,MAOA
cg04412186,HDX
cg04413754,BCOR
cg04414946,TBL1X
cg04419618,RBMX
cg04421488,SSX7
cg04424215,ZCCHC16
cg04424215,TRPC5
cg04424654,AMMECR1
cg04428826,MAGEE1
cg04455030,ZNF280C
cg04464742,CUL4B
cg04474375,FGF13
cg04483797,TCEAL1
cg04484695,MAOB
cg04486022,FLJ30058
cg04488527,KLHL34
cg04489366,SMPX
cg04491396,TSC22D3
cg04492048,ERAS
cg04493740,SLC25A14
cg04494122,FAM127C
cg04499381,SASH3
cg04501372,SCML1
cg04514385,DDX26B
cg04515986,FTHL17
cg04524851,ZXDB
cg04533591,RPL39
cg04544154,ELF4
cg04544498,MAGEE1
cg04545159,FIGF
cg04552106,FMR1
cg04553232,KAL1
cg04562662,LOC554203
cg04565250,FUNDC1
cg04574552,GEMIN8
cg04574723,P2RY4
cg04575501,ZNF41
cg04581892,RPA4
cg04586456,RP2
cg04587983,KCND1
cg04593531,LOC158696
cg04593869,TCEAL3
cg04595053,OGT
cg04595393,BHLHB9
cg04598095,SSX7
cg04598760,RAB9B
cg04599817,BEX5
cg04613080,CNGA2
cg04614203,PAGE2
cg04621904,FAM47C
cg04625528,GRPR
cg04626171,ELK1
cg04629827,XK
cg04636194,PAGE4
cg04637219,CXorf30
cg04637490,XAGE5
cg04640677,PNPLA4
cg04642759,SLITRK2
cg04646630,MAGEB2
cg04647039,DMD
cg04647094,MBTPS2
cg04650971,NCRNA00086
cg04651193,NUDT10
cg04659622,PNPLA4
cg04665139,PIGA
cg04667267,NCRNA00182
cg04669465,MAGIX
cg04675170,LAS1L
cg04675306,SLC9A6
cg04675919,PRICKLE3
cg04676446,SLC6A8
cg04677508,MED14
cg04685060,MAGEB1
cg04688815,LOC100132163
cg04689451,MAGEB10
cg04699313,SPIN2A
cg04700060,ZNF280C
cg04702045,OPHN1
cg04702079,PASD1
cg04703500,GRIPAP1
cg04709809,ZNF630
cg04710661,ARSD
cg04712194,DNASE1L1
cg04712194,TAZ
cg04716051,CDKL5
cg04721883,ESX1
cg04730443,MAGEB6
cg04734446,VENTXP1
cg04735237,TIMM17B
cg04738169,CCNB3
cg04739874,MST4
cg04743474,MBNL3
cg04744025,FMR1
cg04745408,MID2
cg04745934,FAM48B1
cg04747879,SNX12
cg04748497,GPRASP1
cg04751297,BCOR
cg04752574,MAGEE2
cg04754076,ZNF275
cg04755045,PLS3
cg04755662,AR
cg04764476,HCFC1
cg04764476,TMEM187
cg04765207,MAGEA2
cg04765675,CXorf15
cg04768312,MED12
cg04769268,PQBP1
cg04769268,TIMM17B
cg04769341,TCEAL7
cg04771154,PQBP1
cg04771154,TIMM17B
cg04772362,PNMA5
cg04774951,TEX13A
cg04777103,MCTS1
cg04777541,RPS26P11
cg04778337,FHL1
cg04779297,REPS2
cg04782269,UPRT
cg04784122,MPP1
cg04787237,IDH3G
cg04790097,BRS3
cg04790137,ITGB1BP2
cg04790148,CXorf22
cg04791822,TIMP1
cg04793532,COL4A6
cg04793532,COL4A5
cg04812084,SH3KBP1
cg04814085,ZMYM3
cg04817724,IL1RAPL2
cg04820200,DDX3X
cg04820593,WNK3
cg04820960,TBL1X
cg04821091,SLC25A14
cg04822167,TSIX
cg04822213,ARL13A
cg04836978,LOC139201
cg04836978,CHIC1
cg04843066,DDX26B
cg04852271,SPANXE
cg04852271,SPANXD
cg04853367,ZC3H12B
cg04854285,TCEAL5
cg04855291,PNMA5
cg04855977,ZDHHC9
cg04856605,IGBP1
cg04860194,ZCCHC13
cg04872051,CHST7
cg04875162,PABPC5
cg04882894,IGSF1
cg04886382,GAGE12D
cg04886382,GAGE6
cg04886382,GAGE12G
cg04886382,GAGE12C
cg04886382,GAGE12E
cg04886514,AR
cg04886769,GJB1
cg04889508,FAM122B
cg04889508,FAM122C
cg04920616,FOXP3
cg04922020,FAM127A
cg04924141,RAB39B
cg04924696,CXorf58
cg04924736,BEX5
cg04924962,BCOR
cg04926827,TMEM164
cg04927657,KDM5C
cg04927982,KDM5C
cg04929022,VGLL1
cg04929865,BGN
cg04930858,PIM2
cg04932149,RIBC1
cg04932149,SMC1A
cg04932755,EFNB1
cg04941611,PASD1
cg04944936,FAM120C
cg04950711,MAGEA10
cg04967538,CXorf42
cg04985372,LOC100132163
cg04992335,BCOR
cg05019001,AR
cg05026884,BCOR
cg05028071,TFE3
cg05028588,FAM48B2
cg05031352,MAGEA1
cg05032098,TCEAL4
cg05032353,OCRL
cg05032903,PCDH19
cg05034175,NCRNA00087
cg05039054,DMD
cg05040675,PLP2
cg05041728,ZCCHC16
cg05044339,KLHL15
cg05045028,AIFM1
cg05045738,RLIM
cg05047411,MAGEA8
cg05049545,SCML2
cg05049933,ZCCHC18
cg05049933,MCART6
cg05052243,SAGE1
cg05052271,PLS3
cg05059648,ZCCHC18
cg05059648,MCART6
cg05059994,CA5B
cg05064925,COL4A6
cg05065576,RAB9B
cg05066631,BCOR
cg05071823,DOCK11
cg05074623,NSDHL
cg05074623,CETN2
cg05080834,GPR143
cg05083020,PCSK1N
cg05085049,DUSP9
cg05087624,ZNF645
cg05088006,DMD
cg05091491,RBMXL3
cg05091873,CD99L2
cg05093999,MID1
cg05096434,MORC4
cg05096515,RBM41
cg05096731,SHROOM2
cg05100261,RPL10
cg05100268,DNASE1L1
cg05100479,HTR2C
cg05101765,CSAG1
cg05101765,MAGEA12
cg05103731,HCFC1
cg05103731,TMEM187
cg05104476,CCDC22
cg05105069,TCEAL7
cg05106463,AP1S2
cg05106824,GLUD2
cg05109065,LOC139201
cg05109065,CHIC1
cg05109619,PDZD11
cg05109619,KIF4A
cg05113908,GYG2
cg05114100,LUZP4
cg05116966,RNF128
cg05118621,SSX9
cg05121989,EFNB1
cg05123368,FAM47C
cg05127178,MAGED1
cg05131629,NYX
cg05134041,POU3F4
cg05135828,SLITRK4
cg05137263,NR0B1
cg05138704,FTSJ1
cg05140257,MCART6
cg05141400,MAGEB4
cg05143403,RRAGB
cg05147108,OCRL
cg05147582,SSX3
cg05148324,RENBP
cg05151505,RGAG4
cg05152459,MAGEE2
cg05152874,SHROOM4
cg05153913,UBA1
cg05157702,PIR
cg05159604,SNORA70
cg05162528,TMEM187
cg05169062,TREX2
cg05172693,CXorf42
cg05175213,MIR888
cg05181110,USP9X
cg05181702,WWC3
cg05184076,MORF4L2
cg05184682,MBTPS2
cg05185776,FAM104B
cg05192472,CXorf41
cg05192472,NUP62CL
cg05193141,MIR502
cg05196026,FGF13
cg05196231,USP9X
cg05200254,MCTS1
cg05200893,BCOR
cg05204037,APOOL
cg05204193,MAP3K7IP3
cg05206294,UBE2A
cg05206587,GLRA2
cg05212419,FAM123B
cg05215305,MAGEA10
cg05219035,PNMA5
cg05219621,TMEM27
cg05222959,GDI1
cg05223249,PFKFB1
cg05223760,PPP1R3F
cg05226646,BCOR
cg05237470,DMD
cg05237609,LOC401588
cg05237609,ZNF674
cg05237970,LOC644538
cg05240083,DOCK11
cg05240537,MIR1256
cg05245722,NAP1L3
cg05245722,FAM133A
cg05254049,SYN1
cg05257597,EIF1AX
cg05257898,NKAP
cg05257947,MSL3
cg05259868,GPR50
cg05264033,MAGEE2
cg05272837,PHF8
cg05275343,PIGA
cg05279113,ERCC6L
cg05283871,PNPLA4
cg05286724,GAGE10
cg05287266,IKBKG
cg05288927,FMR1
cg05290899,SLC35A2
cg05292991,CDK16
cg05293502,FAM48B1
cg05294909,SCML1
cg05295417,CXorf40A
cg05295688,PHF16
cg05302110,DGKK
cg05302212,CHST7
cg05313317,NDP
cg05322190,SLITRK4
cg05335577,IL2RG
cg05361475,ZDHHC15
cg05365121,ZNF275
cg05370638,DYNLT3
cg05371395,FRMPD4
cg05373692,ZDHHC15
cg05374090,FAM58A
cg05375002,TDGF3
cg05376895,PNMA3
cg05379196,HMGB3
cg05385216,ATP11C
cg05385973,LANCL3
cg05397738,PGRMC1
cg05397813,ZNF275
cg05397816,ZCCHC12
cg05400670,STARD8
cg05405674,CT45A6
cg05407106,XAGE3
cg05407550,F8
cg05411132,LOC442459
cg05414241,NUDT11
cg05414556,SASH3
cg05418443,PGRMC1
cg05418506,NDUFB11
cg05418506,RBM10
cg05418779,MCF2
cg05419061,AP1S2
cg05419227,OGT
cg05422360,MAGEE1
cg05423956,MPP1
cg05424366,HNRNPH2
cg05424366,GLA
cg05424879,SLC10A3
cg05425577,FGD1
cg05427163,TBC1D25
cg05434903,KLHL13
cg05437059,KCNE1L
cg05438092,FLNA
cg05439258,GAGE2A
cg05439258,GAGE8
cg05439258,GAGE2C
cg05439258,GAGE2E
cg05441864,ACSL4
cg05442715,CXorf58
cg05442715,APOO
cg05443523,MAOA
cg05444994,CNKSR2
cg05445588,SH3KBP1
cg05446138,SMPX
cg05449830,CITED1
cg05450314,GPRASP2
cg05452887,RNF113A
cg05452887,NDUFA1
cg05453458,ARMCX3
cg05453618,MIR98
cg05454424,PPP1R2P9
cg05455393,FHL1
cg05456652,FAM47B
cg05459616,HTR2C
cg05459616,MIR764
cg05461361,BRCC3
cg05461361,MTCP1
cg05461361,MTCP1NB
cg05462236,MTMR8
cg05463948,BMP15
cg05464374,CITED1
cg05467600,ESX1
cg05470074,BEX5
cg05473496,BCOR
cg05474077,HMGN5
cg05474077,SH3BGRL
cg05476089,NSDHL
cg05476089,CETN2
cg05476522,FGD1
cg05478253,KLHL13
cg05479376,ARSD
cg05491276,EDA
cg05494459,FTSJ1
cg05508067,PNPLA4
cg05511138,ARHGAP6
cg05511752,MED12
cg05515118,BEX2
cg05516935,RRAGB
cg05522559,PAGE2
cg05526804,ZNF41
cg05532403,CA5B
cg05539388,OR13H1
cg05547600,CT45A1
cg05551025,ALG13
cg05553756,DDX53
cg05554396,TCEAL8
cg05555050,IL1RAPL2
cg05555725,FHL1
cg05558522,SNX12
cg05559023,BCOR
cg05559795,KLF8
cg05560472,SYTL4
cg05563333,MSL3
cg05563347,APOOL
cg05566296,GPR101
cg05570079,MBTPS2
cg05572164,PIGA
cg05572834,CTPS2
cg05573563,OFD1
cg05573563,TRAPPC2
cg05574878,HTR2C
cg05574878,MIR1912
cg05578291,KLHL15
cg05579254,CT47A1
cg05579254,CT47A6
cg05580931,TMEM27
cg05587158,ARR3
cg05592527,ARMCX6
cg05598468,OFD1
cg05598468,TRAPPC2
cg05599151,TSPYL2
cg05600581,NCRNA00087
cg05605384,TAF9B
cg05605944,MAOB
cg05629323,TFDP3
cg05630320,HPRT1
cg05633597,KLF8
cg05655041,ASB11
cg05666266,FAM155B
cg05673087,GEMIN8
cg05673346,MID1IP1
cg05682970,TMLHE
cg05684622,RAB40AL
cg05685296,BCOR
cg05687312,FAM123B
cg05688478,APLN
cg05689984,ZMAT1
cg05690949,MAGEE2
cg05699139,DIAPH2
cg05699806,ARSF
cg05707815,PHKA1
cg05721877,BCOR
cg05735850,SLITRK4
cg05740522,ENOX2
cg05748796,ACE2
cg05772663,HTR2C
cg05777666,ESX1
cg05777690,CLDN2
cg05779963,TMEM27
cg05782651,AMMECR1
cg05782751,MCTS1
cg05782975,NGFRAP1
cg05783039,MID1
cg05784594,GAGE10
cg05785344,BCORL1
cg05785376,CCDC160
cg05786601,AR
cg05788681,ESX1
cg05799859,FAM3A
cg05801573,SLITRK4
cg05801628,ARSF
cg05802072,CXorf21
cg05803370,UBL4A
cg05803942,STARD8
cg05804339,BCOR
cg05806018,AFF2
cg05832562,ARMCX3
cg05833518,CLCN5
cg05835545,BRWD3
cg05836475,LOC554203
cg05837905,MAP3K7IP3
cg05839786,DUSP21
cg05849149,EFNB1
cg05849875,GABRQ
cg05856884,SMPX
cg05859577,GAGE10
cg05861409,SLC25A43
cg05866836,TSC22D3
cg05867448,FLJ30058
cg05872215,SASH3
cg05872222,ERCC6L
cg05875427,PCDH11X
cg05878968,MIR220A
cg05880897,MIR452
cg05883299,BHLHB9
cg05883757,MIR510
cg05884886,CCDC160
cg05886698,DDX53
cg05887304,PRPS2
cg05889642,FAM122B
cg05889642,FAM122C
cg05892376,ARHGEF6
cg05892902,ATP7A
cg05892902,PGAM4
cg05893072,IRS4
cg05895666,SLC25A43
cg05896813,MAGED1
cg05897571,CXorf67
cg05899999,TIMM8A
cg05903800,SUV39H1
cg05905814,HMGB3
cg05906362,ARHGAP4
cg05907136,FAM127C
cg05908188,ZNF75D
cg05908188,ZNF449
cg05908833,SYAP1
cg05911704,RAB33A
cg05911774,SRPX2
cg05921207,CHRDL1
cg05922253,DGKK
cg05929865,TEX11
cg05932828,GLOD5
cg05935584,HMGB3
cg05941375,BRCC3
cg05941375,MTCP1
cg05941375,MTCP1NB
cg05946161,BCOR
cg05947181,SHROOM4
cg05950094,REPS2
cg05958126,MAP3K15
cg05961595,APEX2
cg05965444,MOSPD1
cg05967389,USP9X
cg05975021,AMELX
cg05980727,FAM47A
cg05987154,MXRA5
cg05994819,CXorf39
cg05996238,PAGE2
cg05996419,MID1IP1
cg05999377,TREX2
cg06002208,S100G
cg06010380,BCOR
cg06014506,ZCCHC16
cg06015784,PRKX
cg06016684,MAP7D2
cg06022838,HCFC1
cg06022838,TMEM187
cg06027835,WDR13
cg06036585,ITGB1BP2
cg06039729,SEPT6
cg06041068,ABCD1
cg06041068,BCAP31
cg06041240,NXT2
cg06042004,LAGE3
cg06042574,DMD
cg06046085,FAM3A
cg06046696,TMEM185A
cg06051391,RAP2C
cg06051662,PDZD4
cg06053110,MAGED1
cg06055266,TSPYL2
cg06055478,ARHGEF9
cg06058235,H2AFB1
cg06058235,F8A3
cg06058235,F8A2
cg06058235,F8A1
cg06058235,H2AFB3
cg06068891,FHL1
cg06069996,TSR2
cg06072560,CSTF2
cg06079646,POLA1
cg06079963,POLA1
cg06084034,DNASE1L1
cg06093412,UXT
cg06097615,FAM155B
cg06098232,CXorf40B
cg06098232,LOC100272228
cg06102971,RAI2
cg06104510,PHKA2
cg06104959,STARD8
cg06106988,TREX2
cg06119392,CD99L2
cg06124711,DNASE1L1
cg06124711,TAZ
cg06126323,EDA
cg06127902,EIF2S3
cg06129596,MIR448
cg06131666,SCML2
cg06135650,MID1IP1
cg06136002,HMGB3
cg06137672,SSR4
cg06137672,IDH3G
cg06138173,S100G
cg06139288,ARHGAP6
cg06140460,KCND1
cg06140761,CCDC120
cg06144608,MTM1
cg06144825,HMGN5
cg06144825,SH3BGRL
cg06144999,HCCS
cg06145357,MAGEA8
cg06148972,MTM1
cg06152434,SOX3
cg06152508,TKTL1
cg06157408,CACNA1F
cg06157408,CCDC22
cg06157561,PCYT1B
cg06158088,UXT
cg06159667,H2BFWT
cg06162422,HNRNPH2
cg06162422,GLA
cg06163534,ERAS
cg06164717,GPR101
cg06165699,MXRA5
cg06170110,RBMXL3
cg06170215,CITED1
cg06172626,TBC1D25
cg06174815,AFF2
cg06177698,GABRQ
cg06178309,GEMIN8
cg06184979,TEX13B
cg06186228,LOC643486
cg06187102,CA5BP
cg06201264,NUP62CL
cg06204009,ATP2B3
cg06206449,UBE2A
cg06208111,ITM2A
cg06220755,RAI2
cg06223806,GPR101
cg06230327,FGF13
cg06232789,MAGED2
cg06242330,INE1
cg06252876,AIFM1
cg06253229,PLP1
cg06256374,GAGE2C
cg06256374,GAGE2E
cg06256374,GAGE5
cg06256374,GAGE2A
cg06256374,GAGE12I
cg06256374,GAGE7
cg06256374,GAGE8
cg06256374,GAGE4
cg06256374,GAGE12F
cg06266461,SLC10A3
cg06267144,ZIC3
cg06268905,MIR934
cg06269080,PHKA2
cg06270497,STARD8
cg06272245,TBC1D25
cg06273903,UBE2A
cg06277838,SLC16A2
cg06286431,UBA1
cg06287707,CPXCR1
cg06288270,RBMX
cg06289882,RBMX2
cg06291093,ARSF
cg06293983,ARHGEF6
cg06294995,SHROOM2
cg06295352,ENOX2
cg06297686,PQBP1
cg06298361,CCDC22
cg06300107,MTMR8
cg06300944,L1CAM
cg06302025,BHLHB9
cg06302218,BEX2
cg06306751,F8
cg06307153,ZNF75D
cg06308344,MIR98
cg06308344,MIRLET7F2
cg06309256,MED14
cg06309822,TSPAN6
cg06310760,BMX
cg06313930,MAGEA5
cg06323885,TCEAL1
cg06327799,ZC4H2
cg06338119,RGAG1
cg06338119,AMMECR1
cg06340713,CHM
cg06341336,APEX2
cg06350796,CXorf41
cg06350796,NUP62CL
cg06363801,MOSPD1
cg06375559,RS1
cg06376033,TCEAL1
cg06379640,CXorf64
cg06380355,NUDT11
cg06384491,SPIN2A
cg06384623,GPC3
cg06407366,RAB9A
